  Determining projects to restore...
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\FinTech.WebAPI.csproj : warning NU1608: Detected package version outside of dependency constraint: MediatR.Extensions.Microsoft.DependencyInjection 11.1.0 requires MediatR (>= 11.0.0 && < 12.0.0) but version MediatR 12.4.0 was resolved.
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\FinTech.WebAPI.csproj : warning NU1902: Package 'System.IdentityModel.Tokens.Jwt' 7.0.3 has a known moderate severity vulnerability, https://github.com/advisories/GHSA-59j7-ghrg-fj52
  All projects are up-to-date for restore.
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\FinTech.WebAPI.csproj : warning NU1608: Detected package version outside of dependency constraint: MediatR.Extensions.Microsoft.DependencyInjection 11.1.0 requires MediatR (>= 11.0.0 && < 12.0.0) but version MediatR 12.4.0 was resolved.
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\FinTech.WebAPI.csproj : warning NU1902: Package 'System.IdentityModel.Tokens.Jwt' 7.0.3 has a known moderate severity vulnerability, https://github.com/advisories/GHSA-59j7-ghrg-fj52
  FinTech.Core.Domain -> C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Domain\bin\Debug\net8.0\FinTech.Core.Domain.dll
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\AccountOverviewService.cs(7,7): warning CS0105: The using directive for 'FinTech.Core.Application.Common.Interfaces' appeared previously in this namespace [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\ClientDashboardService.cs(10,7): warning CS0105: The using directive for 'FinTech.Core.Application.Common.Interfaces' appeared previously in this namespace [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\ClientPortalService.cs(9,7): warning CS0105: The using directive for 'FinTech.Core.Application.Common.Interfaces' appeared previously in this namespace [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\NotificationService.cs(12,7): warning CS0105: The using directive for 'FinTech.Core.Application.Common.Interfaces' appeared previously in this namespace [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Common\Interfaces\INotificationChannelServices.cs(18,101): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Common\Interfaces\INotificationChannelServices.cs(19,108): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Interfaces\IMfaService.cs(33,99): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\Accounting\FinancialAnalyticsService.cs(21,34): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\Accounting\FinancialAnalyticsService.cs(22,39): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\Accounting\FinancialAnalyticsService.cs(23,32): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\Accounting\FinancialAnalyticsService.cs(33,34): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\Accounting\FinancialAnalyticsService.cs(195,34): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\Accounting\FinancialAnalyticsService.cs(196,39): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\Services\Accounting\FinancialAnalyticsService.cs(197,32): warning CS8625: Cannot convert null literal to non-nullable reference type. [C:\Users\opius\Desktop\projectFin\Finmfb\Fin-Backend\Core\Application\FinTech.Core.Application.csproj]
